file_urls,type,product,eans,thumb,url,source,brand,product_lang,model
https://www.proficare-germany.de/pub/media/downloads/330830/de/bedienungsanleitung/PC-LR3083_IM_new2.pdf,Operating instructions,Air purifier ,4006160308303,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-lr_3083_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-luftreiniger-pc-lr-3083.html?___store=10,proficare-germany.de,ProfiCare,en,PC-LR 3083
https://www.proficare-germany.de/pub/media/downloads/330830/de/ce_erklaerung/PC-LR 3083 EU Komform_01.pdf,ce_erklaerung,Air purifier ,4006160308303,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-lr_3083_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-luftreiniger-pc-lr-3083.html?___store=10,proficare-germany.de,ProfiCare,en,PC-LR 3083
https://www.proficare-germany.de/pub/media/downloads/330830/de/weiteres/DATENSCHUTZERKLÄRUNG_D_PROFI CARE PC-LR 3083_Luftreiniger.pdf,More Informations,Air purifier ,4006160308303,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-lr_3083_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-luftreiniger-pc-lr-3083.html?___store=10,proficare-germany.de,ProfiCare,en,PC-LR 3083
https://www.proficare-germany.de/pub/media/downloads/330830/en/bedienungsanleitung/PC-LR3083_IM_new2.pdf,Operating instructions,Air purifier ,4006160308303,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-lr_3083_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-luftreiniger-pc-lr-3083.html?___store=10,proficare-germany.de,ProfiCare,en,PC-LR 3083
https://www.proficare-germany.de/pub/media/downloads/330830/en/ce_erklaerung/PC-LR 3083 EU Komform_01.pdf,ce_erklaerung,Air purifier ,4006160308303,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-lr_3083_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-luftreiniger-pc-lr-3083.html?___store=10,proficare-germany.de,ProfiCare,en,PC-LR 3083
https://www.proficare-germany.de/pub/media/downloads/330830/en/weiteres/DATENSCHUTZERKLÄRUNG_GB_PROFI CARE PC-LR 3083_Luftreiniger.pdf,More Informations,Air purifier ,4006160308303,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-lr_3083_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-luftreiniger-pc-lr-3083.html?___store=10,proficare-germany.de,ProfiCare,en,PC-LR 3083
https://www.proficare-germany.de/pub/media/downloads/330850/de/bedienungsanleitung/PC-BS3085A_IM.pdf,Operating instructions,Battery foor vacuum cleaner ,4006160308501,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-bs_3085_a_01_72_notest.jpg,https://www.proficare-germany.de/produkte/proficare-akku-bodenstaubsauger-pc-bs-3085-a-anthrazit.html?___store=10,proficare-germany.de,ProfiCare,en,PC-BS 3085
https://www.proficare-germany.de/pub/media/downloads/330850/en/bedienungsanleitung/PC-BS3085A_IM.pdf,Operating instructions,Battery foor vacuum cleaner ,4006160308501,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-bs_3085_a_01_72_notest.jpg,https://www.proficare-germany.de/produkte/proficare-akku-bodenstaubsauger-pc-bs-3085-a-anthrazit.html?___store=10,proficare-germany.de,ProfiCare,en,PC-BS 3085
https://www.proficare-germany.de/pub/media/downloads/330800/de/bedienungsanleitung/PC-TC3080_IM.pdf,Operating instructions, Textile cleaner ,4006160308006,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-tc_3080_01_72_notest_1.png,https://www.proficare-germany.de/archiv-proficare/proficare-textil-cleaner-pc-tc-3080-anthrazit.html?___store=10,proficare-germany.de,ProfiCare,en,PC-TC 3080
https://www.proficare-germany.de/pub/media/downloads/330800/en/bedienungsanleitung/PC-TC3080_IM.pdf,Operating instructions, Textile cleaner ,4006160308006,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-tc_3080_01_72_notest_1.png,https://www.proficare-germany.de/archiv-proficare/proficare-textil-cleaner-pc-tc-3080-anthrazit.html?___store=10,proficare-germany.de,ProfiCare,en,PC-TC 3080
https://www.proficare-germany.de/pub/media/downloads/330860/de/bedienungsanleitung/PC-HL3086_IM.pdf,Operating instructions,Ceramic fan heater ,4006160308600,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-hl_3086_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-keramik-heizlufter-pc-hl-3086-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-HL 3086
https://www.proficare-germany.de/pub/media/downloads/330860/en/bedienungsanleitung/PC-HL3086_IM.pdf,Operating instructions,Ceramic fan heater ,4006160308600,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-hl_3086_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-keramik-heizlufter-pc-hl-3086-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-HL 3086
https://www.proficare-germany.de/pub/media/downloads/330810/de/bedienungsanleitung/PC-GRB3081_IM.pdf,Operating instructions,Face cleaning brush ,4006160308105,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-grb_3081_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-gesichtsreinigungsburste-pc-grb-3081-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-GRB 3081
https://www.proficare-germany.de/pub/media/downloads/330810/en/bedienungsanleitung/PC-GRB3081_IM.pdf,Operating instructions,Face cleaning brush ,4006160308105,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-grb_3081_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-gesichtsreinigungsburste-pc-grb-3081-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-GRB 3081
